"MBO Permanent Identifier*","Data Entry Person (mPID - you)*","Data Entered for Action (mPID)*","Name*","Agent (mPID)*","Abstract","Description","How To (mPID)","Participants (mPIDs)","Inputs (URL PIDs)","Resulting Datasets (mPIDs)","Child Actions (mPIDs)"

